MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     10977.55,     11008.10,     11034.10,     10850.30,     10930.45,451318179322.40,2129354850,Y, ,17626580,     11760.20,      9906.60
Y, , ,NIFTY50 EQL Wgt,     12453.40,     12488.40,     12522.15,     12178.70,     12273.75,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     13222.55,     13273.85,     13307.00,     12906.40,     13027.95,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,      8651.75,      8675.65,      8683.85,      8546.30,      8591.65,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     12761.80,     12763.95,     12788.85,     12270.35,     12415.75,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     16018.00,     15932.10,     15972.00,     15734.95,     15838.05,0,0,Y, ,0,     16360.60,     10527.55
Y, , ,Nifty Next 50,     27636.45,     27783.35,     27839.55,     26982.80,     27286.50,0,0,Y, ,0,     31990.80,     26982.80
Y, , ,Nifty Bank,     25042.15,     25135.80,     25354.70,     24919.25,     25119.85,0,0,Y, ,0,     28388.65,     23605.60
Y, , ,NIFTY MIDCAP 100,     17509.85,     17576.35,     17626.20,     16972.70,     17154.35,0,0,Y, ,0,     21840.85,     16972.70
Y, , ,Nifty 500,      9202.35,      9230.10,      9249.35,      9041.65,      9116.00,0,0,Y, ,0,     10049.85,      8729.00
Y, , ,Nifty 100,     11186.70,     11221.55,     11247.25,     11039.35,     11126.40,0,0,Y, ,0,     12075.80,     10276.50
Y, , ,Nifty Midcap 50,      4729.40,      4753.20,      4764.75,      4571.65,      4622.85,0,0,Y, ,0,      5722.50,      4571.65
Y, , ,Nifty Realty,       230.55,       231.30,       231.50,       218.00,       219.60,0,0,Y, ,0,       375.15,       218.00
Y, , ,Nifty Infra,      3045.45,      3053.15,      3057.60,      2945.85,      2967.30,0,0,Y, ,0,      3748.90,      2945.85
Y, , ,Nifty Energy,     15694.95,     15772.95,     15867.85,     15576.45,     15697.20,0,0,Y, ,0,     16360.50,     12948.65
Y, , ,Nifty FMCG,     29660.25,     29808.10,     29902.25,     29372.70,     29757.70,0,0,Y, ,0,     33167.90,     25007.00
Y, , ,Nifty MNC,     13563.20,     13619.50,     13652.25,     13314.10,     13446.45,0,0,Y, ,0,     15184.10,     13130.70
Y, , ,Nifty Pharma,     10092.45,     10111.70,     10149.45,      9881.55,      9972.45,0,0,Y, ,0,     10786.35,      7900.35
Y, , ,Nifty PSE,      3599.60,      3617.40,      3626.40,      3535.30,      3560.45,0,0,Y, ,0,      4446.50,      3416.75
Y, , ,Nifty PSU Bank,      2724.05,      2738.05,      2787.55,      2674.30,      2700.45,0,0,Y, ,0,      4335.20,      2645.75
Y, , ,Nifty Serv Sector,     14465.70,     14494.15,     14595.15,     14382.15,     14471.50,0,0,Y, ,0,     15747.30,     12922.45
Y, , ,India VIX,16.9225,16.9225,17.6925,15.9250,16.9950,0,0,Y, ,0,24.0350,9.4300
Y, , ,Nifty Auto,      9815.40,      9863.10,      9896.90,      9456.60,      9590.25,0,0,Y, ,0,     12108.80,      9456.60
Y, , ,Nifty Metal,      3669.70,      3680.90,      3689.85,      3471.60,      3485.35,0,0,Y, ,0,      4256.40,      3062.25
Y, , ,Nifty Media,      2492.60,      2500.15,      2521.35,      2411.90,      2447.50,0,0,Y, ,0,      3675.85,      2411.90
Y, , ,NIFTY SMLCAP 100,      6480.75,      6488.90,      6495.00,      6109.00,      6150.95,0,0,Y, ,0,      9656.55,      6109.00
Y, , ,Nifty 200,      5776.20,      5794.70,      5807.90,      5688.40,      5735.05,0,0,Y, ,0,      6277.35,      5386.70
Y, , ,Nifty Div Opps 50,      2690.50,      2692.10,      2696.65,      2646.60,      2664.40,0,0,Y, ,0,      2825.50,      2471.20
Y, , ,Nifty Commodities,      3761.30,      3774.25,      3784.45,      3660.15,      3686.50,0,0,Y, ,0,      4232.80,      3400.45
Y, , ,Nifty Consumption,      4862.20,      4881.15,      4889.25,      4739.80,      4793.20,0,0,Y, ,0,      5416.45,      4443.00
Y, , ,Nifty Fin Service,     10524.95,     10573.80,     10676.30,     10486.70,     10577.10,0,0,Y, ,0,     11855.20,      9878.90
Y, , ,Nifty50 Div Point,        93.71,        93.71,        93.71,        93.71,        93.71,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      4044.90,      4056.90,      4068.20,      3897.85,      3933.45,0,0,Y, ,0,      4836.40,      3897.85
Y, , ,Nifty CPSE,      2290.75,      2307.45,      2317.95,      2250.55,      2279.70,0,0,Y, ,0,      2799.55,      2139.50
Y, , ,Nifty GrowSect 15,      6620.05,      6644.70,      6658.00,      6463.90,      6539.25,0,0,Y, ,0,      7354.55,      6089.05
Y, , ,Nifty50 PR 2x Lev,      4749.05,      4774.65,      4796.60,      4638.20,      4707.45,0,0,Y, ,0,      5487.60,      4049.60
Y, , ,Nifty50 PR 1x Inv,       406.40,       405.35,       411.20,       404.40,       408.25,0,0,Y, ,0,       436.60,       377.90
Y, , ,Nifty50 TR 2x Lev,      5993.55,      6025.85,      6053.55,      5853.65,      5941.10,0,0,Y, ,0,      6916.25,      5024.20
Y, , ,Nifty50 TR 1x Inv,       361.75,       360.80,       366.00,       360.00,       363.40,0,0,Y, ,0,       391.95,       336.60
Y, , ,Nifty50 Value 20,      5319.55,      5323.90,      5339.85,      5260.60,      5300.50,0,0,Y, ,0,      5563.80,      4236.20
Y, , ,Nifty Mid Liq 15,      3948.35,      3983.35,      3995.95,      3816.95,      3862.45,0,0,Y, ,0,      4677.05,      3816.95
Y, , ,Nifty Pvt Bank,     14133.05,     14190.65,     14270.10,     14028.35,     14151.05,0,0,Y, ,0,     16152.15,     13379.25
Y, , ,NIFTY100 Qualty30,      2575.15,      2583.15,      2585.85,      2519.50,      2542.75,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 8 13Yr,      1713.79,      1714.15,      1715.20,      1712.32,      1713.92,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr,      1604.72,      1605.05,      1606.56,      1602.55,      1603.80,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr Cln,       883.40,       883.40,       884.24,       882.00,       882.70,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 4 8Yr,      1830.77,      1831.14,      1833.15,      1830.06,      1830.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 11 15Yr,      1785.12,      1785.51,      1787.30,      1783.10,      1784.90,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 15YrPlus,      1891.19,      1891.61,      1891.61,      1886.24,      1886.24,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS Compsite,      1760.97,      1761.34,      1762.77,      1759.80,      1760.54,0,0,Y, ,0,          .00,          .00
 , , , , , , , , , , ,Y, , , , 
 , , , , , , , , , , ,Y, , , , 
 , , ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,       335.25,       335.25,       341.00,       326.50,       328.90,               1560201495.55,4653499,Y, ,80700,       452.35,       316.55
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      1287.50,      1293.00,      1315.00,      1286.00,      1293.30,               2018064017.25,1549540,Y, ,78754,      1490.60,      1090.10
N,EQ,AXISBANK,AXIS BANK LIMITED,       600.15,       598.50,       619.80,       594.05,       613.25,              10155864567.50,16754620,Y, ,164850,       677.95,       447.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      2783.55,      2798.00,      2807.95,      2636.00,      2687.45,               2407142211.10,892679,Y, ,47123,      3468.35,      2605.00
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      5979.80,      5987.00,      6059.50,      5885.00,      6006.20,               1522598457.10,254770,Y, ,29498,      7200.00,      4500.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,      2204.20,      2232.00,      2248.00,      2117.00,      2168.00,               8383461387.85,3831096,Y, ,136482,      2994.00,      1511.20
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,       356.80,       356.80,       359.00,       335.15,       338.55,               3828483818.85,11183009,Y, ,155523,       564.80,       331.00
N,EQ,BPCL,BHARAT PETROLEUM CORP  LT,       372.20,       373.30,       377.40,       365.65,       374.15,               1421284890.45,3814888,Y, ,60061,       551.55,       324.25
N,EQ,CIPLA,CIPLA LTD,       659.35,       659.35,       663.00,       647.20,       654.05,               1219582362.70,1862405,Y, ,50880,       678.45,       507.20
N,EQ,COALINDIA,COAL INDIA LTD,       276.25,       275.80,       275.80,       264.40,       266.25,               1544228081.50,5726123,Y, ,47061,       316.95,       250.25
N,EQ,DRREDDY,DR. REDDY'S LABORATORIES,      2541.00,      2559.00,      2577.00,      2484.55,      2530.65,               2715441750.45,1069703,Y, ,51912,      2670.80,      1887.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,     24902.20,     24985.00,     25499.95,     23523.70,     24185.40,               2757560760.10,112901,Y, ,41283,     32766.60,     23523.70
N,EQ,GAIL,GAIL (INDIA) LTD,       377.70,       385.60,       393.00,       373.30,       379.00,               5080248659.25,13186663,Y, ,151919,       519.50,       298.75
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      1025.50,      1031.00,      1036.50,      1003.40,      1021.50,               1355359558.65,1330290,Y, ,45000,      1300.00,       914.20
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1092.20,      1092.10,      1099.75,      1085.50,      1087.80,               2423657455.35,2222543,Y, ,86022,      1125.05,       824.85
N,EQ,HDFC,HDFC LTD,      1729.00,      1742.00,      1773.50,      1736.00,      1754.50,              12104495891.10,6882950,Y, ,192453,      2052.95,      1638.00
N,EQ,HDFCBANK,HDFC BANK LTD,      1976.15,      1980.65,      2015.45,      1977.15,      2006.05,               7239503402.40,3615179,Y, ,106240,      2220.00,      1757.85
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,      3088.10,      3092.00,      3099.90,      2877.85,      2933.25,               2459788185.55,832489,Y, ,85166,      3882.90,      2877.85
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       243.90,       244.80,       246.50,       227.00,       229.65,               2723774855.20,11588117,Y, ,89523,       284.00,       192.35
N,EQ,HINDPETRO,HINDUSTAN PETROLEUM CORP,       249.35,       251.00,       255.25,       249.35,       251.45,               1409005418.95,5586439,Y, ,94457,       484.35,       233.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      1620.10,      1620.10,      1627.30,      1600.05,      1608.40,               2796845949.10,1735076,Y, ,86109,      1808.65,      1169.00
N,EQ,IBULHSGFIN,INDIABULLS HSG FIN LTD,       939.70,       934.00,       943.65,       832.00,       856.85,              10578698052.20,12049056,Y, ,271811,      1440.00,       765.65
N,EQ,ICICIBANK,ICICI BANK LTD.,       306.65,       309.10,       311.60,       301.80,       305.55,               8043035899.05,26289107,Y, ,142662,       365.70,       255.00
N,EQ,INDUSINDBK,INDUSIND BANK LIMITED,      1682.00,      1693.10,      1720.00,      1668.35,      1690.05,               3052905200.95,1801534,Y, ,91153,      2038.00,      1572.40
N,EQ,INFRATEL,BHARTI INFRATEL LTD.,       267.85,       267.85,       275.45,       261.50,       262.95,                657000829.60,2438632,Y, ,52738,       482.80,       256.85
N,EQ,INFY,INFOSYS LIMITED,       724.80,       721.00,       734.55,       715.20,       730.05,               5452629799.50,7490031,Y, ,166682,      1467.90,       692.00
N,EQ,IOC,INDIAN OIL CORP LTD,       152.65,       153.00,       154.70,       151.35,       153.35,                762757758.25,4977135,Y, ,57888,       442.00,       145.55
N,EQ,ITC,ITC LTD,       293.30,       295.00,       300.00,       291.80,       297.75,               7289683480.35,24606864,Y, ,174778,       322.95,       250.00
N,EQ,JSWSTEEL,JSW STEEL LIMITED,       400.30,       403.85,       407.95,       374.20,       381.65,               5093266333.00,13200294,Y, ,96491,       427.55,       229.50
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      1142.45,      1147.00,      1163.00,      1133.35,      1141.60,               3921645759.30,3421603,Y, ,71238,      1417.00,       968.00
N,EQ,LT,LARSEN & TOUBRO LTD.,      1309.90,      1314.50,      1316.70,      1250.15,      1272.10,               5510423804.80,4301355,Y, ,181348,      1470.00,      1123.20
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,       877.45,       877.45,       880.95,       839.55,       860.95,               3598698735.70,4188699,Y, ,139848,      1571.40,       700.40
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,      7553.05,      7620.00,      7648.20,      7292.65,      7347.95,              10512062542.95,1413254,Y, ,154117,      9996.40,      7292.65
N,EQ,NTPC,NTPC LTD,       167.95,       167.95,       169.70,       166.00,       166.85,                760461177.90,4537237,Y, ,39784,       188.00,       149.50
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       175.80,       177.00,       181.00,       172.35,       177.20,               1513436835.40,8598293,Y, ,47648,       212.85,       151.80
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       194.55,       194.50,       197.95,       187.35,       188.40,               1105115340.35,5784993,Y, ,53298,       220.50,       174.10
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1253.75,      1259.90,      1271.70,      1247.30,      1257.95,              13951369740.80,11073023,Y, ,193793,      1329.00,       779.10
N,EQ,SBIN,STATE BANK OF INDIA,       265.35,       266.40,       273.50,       262.50,       265.50,               9065796801.30,33803139,Y, ,183277,       351.30,       232.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,       631.25,       630.00,       636.35,       616.10,       623.25,               4180431941.10,6693066,Y, ,111148,       679.30,       435.00
N,EQ,TATAMOTORS,TATA MOTORS LIMITED,       225.25,       227.90,       230.70,       219.50,       223.70,               3203491074.10,14196824,Y, ,124193,       468.00,       219.50
N,EQ,TATASTEEL,TATA STEEL LIMITED,       611.55,       612.00,       612.00,       575.00,       581.25,               7636819435.85,13027007,Y, ,167179,       793.00,       493.00
N,EQ,TCS,TATA CONSULTANCY SERV LT,      2188.85,      2178.00,      2190.00,      2158.85,      2183.70,               6324389223.40,2904371,Y, ,150520,      3674.80,      1711.15
N,EQ,TECHM,TECH MAHINDRA LIMITED,       746.05,       738.00,       756.00,       725.00,       745.50,               2204804061.45,2971384,Y, ,89709,       780.00,       441.50
N,EQ,TITAN,TITAN COMPANY LIMITED,       821.45,       823.10,       831.15,       794.35,       805.60,               2551006766.50,3145969,Y, ,120262,       999.70,       563.65
N,EQ,ULTRACEMCO,ULTRATECH CEMENT LIMITED,      4120.40,      4151.00,      4151.30,      4014.05,      4059.95,               1297685475.15,318703,Y, ,35632,      4599.90,      3563.00
N,EQ,UPL,UPL LIMITED,       683.10,       685.00,       690.60,       655.00,       664.30,               1032852794.15,1536357,Y, ,44063,       849.70,       537.25
N,EQ,VEDL,VEDANTA LIMITED,       240.65,       241.25,       242.80,       227.10,       232.30,               4844271049.30,20835004,Y, ,133241,       355.70,       200.65
N,EQ,WIPRO,WIPRO LTD,       318.95,       319.00,       326.65,       315.40,       324.00,               2236401171.25,6912444,Y, ,103176,       338.00,       253.50
N,EQ,YESBANK,YES BANK LIMITED,       203.25,       203.60,       204.00,       165.00,       183.65,              27432929748.90,148654874,Y, ,957046,       404.00,       165.00
N,EQ,ZEEL,ZEE ENTERTAINMENT ENT LTD,       445.30,       445.10,       452.00,       429.20,       438.60,               1337934889.65,3038916,Y, ,94608,       619.00,       429.20
 , , , , , , , , , , ,N, , , , 
 , , ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,EQ,ABB,ABB INDIA LIMITED,      1423.35,      1415.50,      1435.00,      1355.00,      1409.80,                154694117.20,110067,N, ,11192,      1749.20,      1129.00
N,EQ,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,       116.55,       116.60,       117.90,       113.05,       114.65,                283290894.60,2481355,N, ,15206,       213.80,       113.05
N,EQ,ACC,ACC LIMITED,      1561.25,      1568.95,      1589.65,      1533.35,      1552.35,               1375353121.10,883949,N, ,41384,      1857.45,      1255.65
N,EQ,AMBUJACEM,AMBUJA CEMENTS LTD,       227.25,       226.60,       230.95,       221.20,       223.55,                949605175.55,4202032,N, ,50961,       288.80,       189.00
N,EQ,ASHOKLEY,ASHOK LEYLAND LTD,       120.40,       121.25,       122.00,       117.55,       119.10,               2501565394.20,20883121,N, ,83441,       167.50,       105.00
N,EQ,AUROPHARMA,AUROBINDO PHARMA LTD,       740.60,       745.00,       755.70,       728.05,       744.45,               2728969984.05,3671654,N, ,122745,       827.45,       527.00
N,EQ,BANDHANBNK,BANDHAN BANK LIMITED,       570.35,       570.35,       575.30,       550.05,       565.25,                502710981.40,896827,N, ,34312,       741.80,       455.00
N,EQ,BANKBARODA,BANK OF BARODA,       104.35,       105.15,       106.80,        97.35,        99.50,               3386241134.40,33044144,N, ,110731,       206.65,        97.35
N,EQ,BEL,BHARAT ELECTRONICS LTD,        82.05,        82.60,        83.30,        78.85,        80.30,                596886920.95,7379320,N, ,37844,       193.40,        74.25
N,EQ,BHEL,BHEL,        71.10,        71.20,        71.45,        67.75,        68.50,                488327237.55,7062306,N, ,23183,       130.00,        64.45
N,EQ,BIOCON,BIOCON LIMITED.,       708.40,       710.00,       714.80,       683.10,       691.35,               2321339214.70,3334928,N, ,84968,       718.00,       328.00
N,EQ,BOSCHLTD,BOSCH LIMITED,     19768.30,     19950.00,     20018.35,     19600.00,     19934.10,                367161558.85,18495,N, ,6479,     22400.00,     16975.00
N,EQ,BRITANNIA,BRITANNIA INDUSTRIES LTD,      5699.80,      5794.00,      5890.00,      5534.20,      5823.50,               2553326880.40,443009,N, ,45650,      6934.35,      4232.60
N,EQ,CADILAHC,CADILA HEALTHCARE LIMITED,       388.95,       388.55,       394.60,       371.50,       385.95,                744751545.70,1928644,N, ,32635,       515.00,       332.75
N,EQ,COLPAL,COLGATE PALMOLIVE LTD.,      1103.20,      1103.10,      1105.25,      1055.40,      1081.45,                360176720.30,333393,N, ,19121,      1281.70,      1015.10
N,EQ,CONCOR,CONTAINER CORP OF IND LTD,       620.80,       627.50,       633.20,       621.60,       627.45,                437202041.70,697039,N, ,42020,      1500.00,       599.00
N,EQ,DABUR,DABUR INDIA LTD,       437.30,       441.00,       441.50,       416.55,       426.90,               1569793323.25,3675960,N, ,66054,       490.65,       298.70
N,EQ,DLF,DLF LIMITED,       171.90,       173.50,       174.70,       159.60,       162.55,               2291829820.45,13888498,N, ,111302,       273.85,       158.20
N,EQ,DMART,AVENUE SUPERMARTS LIMITED,      1404.75,      1407.00,      1424.85,      1340.25,      1395.95,                691507082.85,501111,N, ,26233,      1680.00,       982.05
N,EQ,GICRE,GENERAL INS CORP OF INDIA,       329.85,       331.95,       336.70,       325.00,       328.10,                 20347712.65,62090,N, ,4624,       899.00,       325.00
N,EQ,GODREJCP,GODREJ CONSUMER PRODUCTS,       783.45,       785.40,       789.00,       760.00,       768.65,                702398799.50,907055,N, ,63340,      1468.00,       738.75
N,EQ,HAVELLS,HAVELLS INDIA LIMITED,       612.60,       617.00,       619.80,       581.85,       594.50,                933354470.90,1552503,N, ,42455,       728.75,       450.00
N,EQ,HDFCLIFE,HDFC STAND LIFE IN CO LTD,       404.05,       413.95,       414.00,       390.10,       391.60,                373840940.45,937746,N, ,39231,       548.25,       307.00
N,EQ,HINDZINC,HINDUSTAN ZINC LIMITED,       306.10,       305.35,       305.65,       284.05,       289.30,                429091891.65,1458360,N, ,13650,       340.20,       260.65
N,EQ,ICICIGI,ICICI LOMBARD GIC LIMITED,       844.95,       844.95,       853.35,       801.00,       808.35,               1536384011.70,1904287,N, ,11590,       932.40,       638.65
N,EQ,ICICIPRULI,ICICI PRU LIFE INS CO LTD,       337.50,       338.10,       342.55,       328.15,       333.75,                588000683.95,1761461,N, ,34354,       462.20,       325.65
N,EQ,IDEA,VODAFONE IDEA LIMITED,        38.50,        38.50,        39.00,        36.35,        38.55,               1019186551.15,26854355,N, ,43944,       118.90,        36.35
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,       839.55,       843.60,       870.55,       816.50,       826.10,                742301959.60,885340,N, ,32755,      1520.00,       816.50
N,EQ,L&TFH,L&T FINANCE HOLDINGS LTD,       125.30,       126.00,       131.00,       121.20,       129.60,               2672435322.45,21043545,N, ,200441,       213.85,       120.50
N,EQ,LICHSGFIN,LIC HOUSING FINANCE LTD,       420.90,       422.05,       430.00,       410.70,       417.40,               2222885061.35,5342435,N, ,47094,       675.00,       395.10
N,EQ,LUPIN,LUPIN LIMITED,       896.35,       898.35,       918.00,       882.00,       900.95,               3999109453.80,4432773,N, ,88536,      1090.00,       723.65
N,EQ,MARICO,MARICO LIMITED,       336.70,       337.10,       340.40,       330.35,       333.05,                596103261.75,1776744,N, ,40464,       387.85,       284.15
N,EQ,MCDOWELL-N,UNITED SPIRITS LIMITED,       514.85,       519.00,       529.00,       505.00,       514.30,                846276082.80,1630419,N, ,39977,      4005.15,       505.00
N,EQ,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LT,       259.35,       262.00,       262.60,       247.25,       256.80,               1369259386.30,5389248,N, ,87476,       395.60,       244.15
N,EQ,MRF,MRF LTD,     64202.85,     64500.00,     65737.40,     62300.00,     63598.55,                735875108.65,11536,N, ,6975,     81425.95,     61000.00
N,EQ,NHPC,NHPC LTD,        22.90,        23.10,        23.15,        22.25,        22.60,                136857939.30,6075801,N, ,7648,        34.50,        22.25
N,EQ,NIACL,THE NEW INDIA ASSU CO LTD,       228.30,       232.70,       234.95,       216.65,       224.70,                 38004571.55,168853,N, ,4058,       764.85,       216.55
N,EQ,NMDC,NMDC LTD.,       118.15,       118.15,       118.90,       112.60,       113.20,                497483924.90,4336373,N, ,31253,       162.70,        93.50
N,EQ,OFSS,ORACLE FIN SERV SOFT LTD.,      3983.90,      3984.00,      4043.80,      3900.00,      3916.45,                246652990.10,62165,N, ,9810,      4658.40,      3436.05
N,EQ,OIL,OIL INDIA LTD,       215.15,       216.75,       224.95,       210.60,       219.55,                245746353.80,1139867,N, ,16282,       388.95,       199.20
N,EQ,PEL,PIRAMAL ENTERPRISES LTD,      2366.05,      2389.00,      2403.80,      2252.40,      2299.35,               2059117546.65,893809,N, ,49227,      3307.95,      2252.40
N,EQ,PETRONET,PETRONET LNG LIMITED,       227.00,       227.50,       232.40,       220.65,       224.75,                511225921.05,2266011,N, ,56640,       275.65,       202.05
N,EQ,PGHH,P&G HYGIENE & HEALTH CARE,      9403.40,      9455.00,      9888.00,      9300.00,      9719.50,                307986510.15,32632,N, ,2295,     11337.00,      8131.05
N,EQ,PIDILITIND,PIDILITE INDUSTRIES LTD,      1056.45,      1056.15,      1059.75,      1025.10,      1045.85,                481447224.90,460664,N, ,23660,      1195.40,       751.30
N,EQ,SAIL,STEEL AUTHORITY OF INDIA,        74.20,        74.85,        74.85,        67.80,        68.25,               1336973469.65,18975150,N, ,42290,       101.45,        52.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,       551.80,       560.00,       560.00,       508.00,       511.60,                274767529.75,527415,N, ,27016,       774.60,       508.00
N,EQ,SHREECEM,SHREE CEMENT LIMITED,     17427.90,     17350.00,     17535.95,     16450.00,     16892.25,                475860083.40,28106,N, ,10854,     19848.90,     14980.00
N,EQ,SIEMENS,SIEMENS LTD,       950.55,       952.00,       955.70,       905.00,       945.15,                439599058.00,471259,N, ,23932,      1370.00,       901.00
N,EQ,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,      1149.85,      1161.10,      1184.55,      1133.30,      1150.95,               1454672500.30,1264211,N, ,47891,      1668.75,       968.45
N,EQ,SUNTV,SUN TV NETWORK LIMITED,       620.00,       623.00,       627.60,       597.45,       614.25,               1122961198.60,1835618,N, ,38237,      1097.80,       557.00
 ,EQ, , , , , , , , , , , , , , 
 ,EQ, ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,EQ,20MICRONS,20 MICRONS LTD,        44.85,        45.85,        46.70,        42.15,        42.45,                  3099463.00,71949,N, ,694,        67.00,        33.65
N,EQ,21STCENMGM,21ST CENTURY MGMT SERVICE,        29.40,        28.85,        28.85,        28.85,        28.85,                    19791.10,686,N, ,7,        42.45,        28.85
N,EQ,3IINFOTECH,3I INFOTECH LTD.,         3.45,         3.50,         3.55,         3.35,         3.40,                 12697359.25,3681753,N, ,1202,         9.20,         3.30
N,EQ,3MINDIA,3M INDIA LIMITED,     22900.05,     23000.00,     23198.95,     22150.05,     22568.05,                 42351711.85,1871,N, ,984,     26662.00,     14000.00
N,EQ,5PAISA,5PAISA CAPITAL LIMITED,       235.75,       233.00,       236.65,       220.00,       226.20,                  3358729.10,14948,N, ,411,       509.85,       181.00
N,EQ,63MOONS,63 MOONS TECHNOLOGIES LTD,        67.85,        68.00,        70.90,        65.00,        69.55,                 23089808.35,345762,N, ,2894,       164.90,        63.10
N,EQ,A2ZINFRA,A2Z INFRA ENGINEERING LTD,        15.55,        15.65,        15.85,        12.45,        12.55,                 18511022.75,1374372,N, ,2676,        48.75,        12.45
N,SM,AAKASH,AAKASH EXPLORATION SER L,        32.00,        30.00,        30.00,        30.00,        30.00,                    60000.00,2000,N, ,1,        58.80,        30.00
N,SM,AARON,AARON INDUSTRIES LIMITED,        40.50,        41.00,        41.00,        41.00,        41.00,                   123000.00,3000,N, ,1,        41.80,        36.10
N,EQ,AARTIDRUGS,AARTI DRUGS LTD.,       572.10,       575.55,       579.90,       540.00,       549.25,                  9118499.15,16285,N, ,1218,       785.00,       490.70
N,EQ,AARTIIND,AARTI INDUSTRIES LTD,      1188.35,      1200.00,      1214.85,      1100.00,      1162.20,                 79555209.75,66759,N, ,6292,      1445.00,       852.55
N,EQ,AARVEEDEN,AARVEE DEN. & EXP. LTD,        26.45,        25.80,        26.75,        24.30,        24.95,                   404410.05,15838,N, ,91,        57.05,        24.30
N,SM,AARVI,AARVI ENCON LIMITED,        53.00,        51.00,        54.00,        51.00,        54.00,                   210000.00,4000,N, ,2,       119.95,        51.00
N,EQ,ABAN,ABAN OFFSHORE LTD.,        88.00,        88.70,        89.95,        81.60,        82.30,                 52906303.25,622465,N, ,7156,       280.70,        81.60
N,EQ,ABBOTINDIA,ABBOTT INDIA LIMITED,      7808.30,      7808.00,      7836.00,      7626.00,      7773.55,                112209954.65,14459,N, ,5053,      8820.05,      4100.00
N,EQ,ABFRL,ADITYA BIRLA FASHION & RT,       186.15,       187.00,       187.70,       177.70,       183.50,                663577389.50,3619461,N, ,17227,       215.75,       132.10
N,EQ,ACCELYA,ACCELYA KALE SOLUTION LTD,      1021.60,      1021.60,      1049.75,       992.25,      1008.65,                 16815176.40,16436,N, ,1373,      1636.90,       975.00
N,SM,ACCORD,ACCORD SYNERGY LIMITED,        43.60,        34.90,        34.90,        34.90,        34.90,                   209400.00,6000,N, ,3,        70.00,        34.90
N,EQ,ACE,ACTION CONST EQUIP LTD,       104.65,       107.00,       107.00,        99.45,        99.45,                 28079965.30,278710,N, ,1507,       204.40,        61.20
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,       142.25,       142.65,       143.40,       125.60,       130.60,               1579561455.00,11876058,N, ,58893,       236.65,       100.85
N,EQ,ADANIGREEN,ADANI GREEN ENERGY LTD,        42.95,        42.95,        43.30,        40.85,        40.85,                  9927074.45,241990,N, ,1086,        73.30,        22.80
N,EQ,ADANIPOWER,ADANI POWER LTD,        25.65,        25.60,        26.10,        23.50,        23.80,                499817919.25,20337203,N, ,21578,        47.80,        15.15
